firm_num,round,firm_id,price,price_reason,profit,sale_num,revenue,share_rate,share_rate_predicted
7,1,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization with high share rate and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,2,F5,0.5,"Change price: 0.00, reason: Optimal for maximizing profit with high share rate and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,3,F5,0.5,"Change price: 0.00, reason: Optimal for maximizing profit with predicted share rate of 1.0 and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,4,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization with predicted share rate of 1.0 and uniform valuations in equilibrium.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,5,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization with predicted share rate of 1.0 and symmetric competition.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,6,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0 and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,7,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,8,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0 and equal recommendations.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,9,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
7,10,F5,0.5,"Change price: 0.00, reason: Optimal for profit maximization in symmetric equilibrium with share rate 1.0.",0.0,0,0.0,1.0,"[1.0, 'equilibrium']"
